test,1,4.6616934509,-5.34919360029,-10.9649298309,5.01669060253,-7.93536487147,2.29440953009,-3.40964881666,12.5209392846,-3.07747696278,4.31333618848,-5.79191503377,-4.91929956715,-8.67251941246
test,1,4.77000293473,-4.9611180196,-10.4857186284,5.66703015769,-7.65239458987,0.183190800709,-6.22729898189,9.18436759022,-5.48254927411,11.1779756439,1.19725256018,-0.254631369781,-7.25859067015
test,1,4.77017967526,-5.81479415413,-10.998074635,5.76818225604,-8.01088562951,3.05978565338,-4.66706140686,9.60006550295,-4.59580270654,12.7441275185,6.74884517087,3.1566151368,-8.75894526906
test,1,4.68130652404,-6.2447341307,-10.7346770509,5.92415928492,-7.66683214596,1.13024656983,-9.76851333008,1.25471670804,-11.0303607417,5.13382469963,0.389917397429,2.99414114441,-2.15595990495
test,1,4.64121288237,-4.49414146948,-9.59285177477,7.2648893877,-6.66112541052,2.43864697584,-3.67598131813,8.36788853326,-4.45779144677,13.6016120574,-4.46894709834,2.87772696544,-2.73022292889
test,1,4.61137465521,-4.55552302938,-10.2370218301,4.58725769887,-8.85943487899,6.34473067474,-3.62155124156,6.24098839854,-2.81880585897,7.42751729876,0.149990699323,2.16580429837,-3.04663246566
test,1,4.68901582395,-3.85000585723,-9.44402661018,2.97931369465,-10.1353445193,2.52318961451,-3.33684133999,10.8322475671,3.57407799564,13.7892650957,7.91382906718,3.42783167058,-7.16520647973
test,1,4.61842866666,-5.24126497757,-11.3713086878,1.64128945608,-17.0227537561,-0.370222205287,-3.95955469978,10.4019881249,-2.54284889052,9.47314031788,0.863602811647,3.43396561855,-6.46907836446
test,1,4.80239622866,-3.94135618766,-10.9281274534,1.51233092335,-10.8430135163,0.575721614565,-4.44516023742,1.86312516711,-8.1549928413,13.3655478493,4.01449581126,3.63756934849,-4.30037283308
test,1,4.76686134485,-3.46762828989,-10.7874725302,0.628930926521,-8.93119385106,1.90596772325,-4.20528748366,-1.2982108113,-8.57362257417,13.6766176926,5.09289724558,3.25737846052,-3.67595772201
test,1,4.74841391912,-5.17860649832,-12.5081641315,-0.0400293677319,-9.83171926529,0.303773440818,-10.1669477878,-4.33089854483,-7.22693076977,9.80597817598,1.44550669641,3.06244827995,-4.11242724963
test,1,4.73922734441,-4.15398907182,-10.0547308068,5.58351396677,-4.13782915758,3.79343046367,-6.48897359327,5.31452402491,-2.06410127666,10.5002250046,-2.39547009865,-0.183002163525,-7.14993983348
test,1,4.8372759436,-3.74404610778,-8.53789630784,8.01182542277,-1.73458341323,2.11504468697,-7.6849202311,8.09794463312,5.14720276409,13.0322638035,-2.35161743018,0.992519996446,-5.923269805
test,1,4.80988273268,-3.24462158056,-8.88184900836,7.55614069939,-0.866144524591,5.03061039756,-4.53651227251,8.60243909428,2.07933028379,14.2317520778,1.95801460886,6.35233965301,-4.42248363534
test,1,5.03160419476,-7.34982602935,-13.4780692735,4.90131524169,-2.2551237103,2.52293516926,-0.0207635676807,11.2141682307,-5.54388769132,18.2020163427,-3.19940062094,-1.49904712646,-12.6861179177
test,1,5.02981826869,-6.57817690567,-14.1557748181,1.4114393596,-7.7527239776,-7.46400450554,-8.41037037934,2.01123353724,-12.8045724293,17.5349238189,-3.32696851953,-3.43007693411,-14.4845346956
test,1,5.1554299819,-5.57345307292,-13.1833246038,1.53854262909,-7.68198844065,-1.98994555997,-4.82037595417,7.18009785406,-4.18545051192,16.1990934159,-2.65665158915,-3.76310568897,-10.9349832429
